Unnamed: 0,address,area,sqm,rooms,broker,monthly_fee,price_sold,date_sold,price_pct_change,street_id,street_name,city
56230,"Hammarby allé 28, 4tr","Hammarby Sjöstad,",58 sqm,2,Svensk Fastighetsförmedling Hammarby Sjöstad,3679.0,3430000kr,Såld 10 oktober 2018,1,476284,,Stockholms kommun
56231,Hammarby Allé 67,"Hammarby Sjöstad,",88 sqm,4,HusmanHagberg Hammarby Sjöstad,4934.0,5850000kr,Såld  5 oktober 2018,-2,476284,,Stockholms kommun
56232,"Hammarby Allé 105, 4 tr","Hammarby Sjöstad - Luma,",64 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3804.0,4475000kr,Såld 26 september 2018,7,476284,,Stockholms kommun
56233,Hammarby allé 5,"Hammarby Sjöstad,","87,5 sqm",3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4889.0,5200000kr,Såld 20 september 2018,0,476284,,Stockholms kommun
56234,Hammarby allé 7,"Hammarby Sjöstad,",88 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4913.0,5210000kr,Såld 17 september 2018,-2,476284,,Stockholms kommun
56235,Hammarby Allé 5,"Hammarby Sjöstad,",56 sqm,2,Erik Olsson Fastighetsförmedling,3181.0,3700000kr,Såld 14 september 2018,6,476284,,Stockholms kommun
56236,"Hammarby Allé 3B, 9 tr","Hammarby Sjöstad,","83,5 sqm",3,Södermäklarna,4699.0,5900000kr,Såld 19 augusti 2018,4,476284,,Stockholms kommun
56237,Hammarby Allé 51B 3tr,"Hammarby Sjöstad,",107 sqm,4,Fastighetsmäklarna,5882.0,6995000kr,Såld 17 augusti 2018,0,476284,,Stockholms kommun
56238,Hammarby Allé 13,"Hammarby Sjöstad,","88,5 sqm",3,Svenska Mäklarhuset Hammarby Sjöstad,4937.0,5300000kr,Såld 15 augusti 2018,-3,476284,,Stockholms kommun
56239,"Hammarby Allé 40, 4tr","Hammarby Sjöstad,",79 sqm,3,Notar,4893.0,4295000kr,Såld 27 juli 2018,0,476284,,Stockholms kommun
56240,"Hammarby allé 5, vån 4","Hammarby Sjöstad,",48 sqm,2,Svensk Fastighetsförmedling Hammarby Sjöstad,2800.0,3750000kr,Såld 10 juli 2018,-6,476284,,Stockholms kommun
56241,Hammarby Allé 3 B,"Hammarby Sjöstad,",85 sqm,3,Mäklarhuset Hammarbyhöjden,4565.0,5290000kr,Såld 10 juli 2018,2,476284,,Stockholms kommun
56242,Hammarby Allé 52,"Hammarby Sjöstad,","73,5 sqm",3,FANTASTIC FRANK SJÖSTADEN,4664.0,4995000kr,Såld  1 juli 2018,0,476284,,Stockholms kommun
56243,Hammarby allé 53b,"Hammarby Sjöstad,",77 sqm,3,Svensk Fastighetsförmedling Hammarby Sjöstad,4222.0,5250000kr,Såld 29 juni 2018,-1,476284,,Stockholms kommun
56244,Hammarby Allé 5,"Hammarby Sjöstad,",58 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3458.0,3800000kr,Såld 19 juni 2018,9,476284,,Stockholms kommun
56245,"Hammarby Allé 157, vån 3","Hammarby Sjöstad,",47 sqm,2,Erik Olsson Fastighetsförmedling,3328.0,2825000kr,Såld 17 juni 2018,1,476284,,Stockholms kommun
56246,Hammarby Allé 7,"Hammarby Sjöstad,",56 sqm,1,FANTASTIC FRANK SJÖSTADEN,3182.0,3295000kr,Såld 13 juni 2018,0,476284,,Stockholms kommun
56247,Hammarby Allé 5,"Hammarby Sjöstad,","106,5 sqm",4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5590.0,6100000kr,Såld  2 juni 2018,-6,476284,,Stockholms kommun
56248,Hammarby Allé 44,,"63,5 sqm",3,Notar,4159.0,3900000kr,Såld 24 maj 2018,8,476284,,Stockholms kommun
56249,"Hammarby Allé 48, pl 8","Hammarby Sjöstad,",59 sqm,2,FANTASTIC FRANK SJÖSTADEN,3971.0,4495000kr,Såld 24 maj 2018,0,476284,,Stockholms kommun
56250,"Hammarby Allé 127, 3 tr","Hammarby Sjöstad,",42 sqm,2,Södermäklarna,2320.0,2995000kr,Såld 23 maj 2018,7,476284,,Stockholms kommun
56251,Hammarby Allé 157,"Hammarby Sjöstad,",79 sqm,2,Erik Olsson Fastighetsförmedling,4743.0,4550000kr,Såld 10 maj 2018,6,476284,,Stockholms kommun
56252,"Hammarby allé 127, vån 4","Hammarby Sjöstad,",59 sqm,2,Svensk Fastighetsförmedling Hammarby Sjöstad,2945.0,3950000kr,Såld  4 maj 2018,7,476284,,Stockholms kommun
56253,"Hammarby Allé 48, pl 8","Hammarby Sjöstad,",84 sqm,4,Svenska Mäklarhuset Hammarby Sjöstad,5189.0,6100000kr,Såld 28 april 2018,-2,476284,,Stockholms kommun
56254,"Hammarby allé 7, 5tr","Hammarby Sjöstad,",103 sqm,4,Notar,5424.0,6700000kr,Såld 26 april 2018,-4,476284,,Stockholms kommun
56255,"Hammarby Allé 9, 9tr","Hammarby Sjöstad,",107 sqm,4,Edward & Partners Fastighetsmäklare AB,5615.0,7550000kr,Såld 20 april 2018,1,476284,,Stockholms kommun
56256,Hammarby Allé 119,"Hammarby Sjöstad,",72 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3480.0,5100000kr,Såld 16 april 2018,-5,476284,,Stockholms kommun
56257,Hammarby Allé 51 B,"Hammarby Sjöstad,",64 sqm,2,FANTASTIC FRANK SJÖSTADEN,3518.0,4150000kr,Såld 10 april 2018,-1,476284,,Stockholms kommun
56258,"Hammarby allé 119, 4tr","Hammarby Sjöstad,",44 sqm,2,Svensk Fastighetsförmedling Sthlm Södermalm,2499.0,3050000kr,Såld 31 mars 2018,3,476284,,Stockholms kommun
56259,Hammarby Allé 157,"Hammarby Sjöstad,",46 sqm,2,HusmanHagberg Hammarby Sjöstad,3289.0,2920000kr,Såld 28 februari 2018,-6,476284,,Stockholms kommun
56260,"Hammarby Allé 44, 4tr","Hammarby Sjöstad,","86,5 sqm",4,Svenska Mäklarhuset Hammarby Sjöstad,5290.0,5695000kr,Såld 21 februari 2018,0,476284,,Stockholms kommun
56261,Hammarby allé 105,"Hammarby Sjöstad,",56 sqm,2,Erik Olsson Fastighetsförmedling,3414.0,3440000kr,Såld 19 februari 2018,-3,476284,,Stockholms kommun
56262,Hammarby allé 28,"Hammarby Sjöstad,",52 sqm,2,Svensk Fastighetsförmedling Hammarby Sjöstad,3287.0,3170000kr,Såld  7 februari 2018,2,476284,,Stockholms kommun
56263,"Hammarby Allé 40, pl3","Hammarby Sjöstad,",79 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,4893.0,4310000kr,Såld 31 januari 2018,-2,476284,,Stockholms kommun
56264,Hammarby Allé 67,"Hammarby Sjöstad,","88,5 sqm",4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4934.0,6150000kr,Såld 26 januari 2018,7,476284,,Stockholms kommun
56265,"Hammarby Allé 13, 3tr","Hammarby Sjöstad,",56 sqm,2,Notar,3182.0,3650000kr,Såld 19 januari 2018,4,476284,,Stockholms kommun
56266,Hammarby Allé 5,"Hammarby Sjöstad,",56 sqm,"1,5",Svenska Mäklarhuset Hammarby Sjöstad,3181.0,3250000kr,Såld 19 januari 2018,-4,476284,,Stockholms kommun
56267,"Hammarby Allé 173, 8 tr","Hammarby Sjöstad,",57 sqm,2,Bjurfors Södermalm,2290.0,4250000kr,Såld 13 december 2017,0,476284,,Stockholms kommun
56268,Hammarby Allé 9,"Hammarby Sjöstad,",77 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,4184.0,4950000kr,Såld  5 december 2017,-1,476284,,Stockholms kommun
56269,"Hammarby Allé 40, VÅN7","Hammarby Sjöstad,",74 sqm,3,BOSTHLM Fastighetsmäklare AB,4664.0,4900000kr,Såld  5 december 2017,-6,476284,,Stockholms kommun
56270,"Hammarby allé 53B, 3 tr","Hammarby Sjöstad,",77 sqm,3,Mäklarhuset Stockholm Innerstan,4222.0,5500000kr,Såld 30 november 2017,-4,476284,,Stockholms kommun
56271,Hammarby Allé 11,"Hammarby Sjöstad,","54,5 sqm",2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3315.0,3995000kr,Såld 16 november 2017,0,476284,,Stockholms kommun
56272,Hammarby Allé 127,"Hammarby Sjöstad,",42 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,2253.0,3150000kr,Såld  6 november 2017,9,476284,,Stockholms kommun
56273,"Hammarby Allé 48, 5tr","Hammarby Sjöstad,",75 sqm,3,Notar,4725.0,5000000kr,Såld 26 oktober 2017,0,476284,,Stockholms kommun
56274,"Hammarby Allé 111, vån 4","Hammarby Sjöstad,",64 sqm,2,FANTASTIC FRANK SJÖSTADEN,3804.0,4600000kr,Såld 26 oktober 2017,-1,476284,,Stockholms kommun
56275,Hammarby Allé 24,"Hammarby Sjöstad,",98 sqm,4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5466.0,6200000kr,Såld 25 oktober 2017,0,476284,,Stockholms kommun
56276,"Hammarby Allé 149, 2 tr","Hammarby sjöstad,",50 sqm,2,Mäklarhuset Stockholm Innerstan,3375.0,3275000kr,Såld 23 oktober 2017,9,476284,,Stockholms kommun
56277,Hammarby Allé 40,"Hammarby Sjöstad,",80 sqm,3,FANTASTIC FRANK SJÖSTADEN,4933.0,4995000kr,Såld 18 oktober 2017,0,476284,,Stockholms kommun
56278,Hammarby Allé 3,"Hammarby Sjöstad,",110 sqm,4,FANTASTIC FRANK SJÖSTADEN,5758.0,7600000kr,Såld 12 oktober 2017,1,476284,,Stockholms kommun
56279,"Hammarby Allé 119, 1tr","Hammarby Sjöstad,",47 sqm,2,Notar,2484.0,3520000kr,Såld 21 september 2017,7,476284,,Stockholms kommun
56280,"Hammarby allé 9, vån 6","Hammarby sjöstad,","53,5 sqm",2,BOSTHLM Fastighetsmäklare AB,3062.0,4100000kr,Såld  1 september 2017,3,476284,,Stockholms kommun
56281,Hammarby Allé 15,"Hammarby Sjöstad,",79 sqm,3,FANTASTIC FRANK SJÖSTADEN,4279.0,5295000kr,Såld 30 augusti 2017,0,476284,,Stockholms kommun
56282,Hammarby Allé 173 pl 6,"Hammarby Sjöstad,",57 sqm,2,Svenska Mäklarhuset Hammarby Sjöstad,2544.0,4050000kr,Såld 30 augusti 2017,1,476284,,Stockholms kommun
56283,"Hammarby Allé 149, 4 tr","Hammarby Sjöstad,",59 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3712.0,4100000kr,Såld 23 augusti 2017,9,476284,,Stockholms kommun
56284,Hammarby Allé 3B,"Hammarby Sjöstad,","83,5 sqm",3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4493.0,6500000kr,Såld 17 augusti 2017,-5,476284,,Stockholms kommun
56285,Hammarby allé 127,"Hammarby Sjöstad,",59 sqm,2,Svensk Fastighetsförmedling Hammarby Sjöstad,2850.0,4500000kr,Såld  6 augusti 2017,13,476284,,Stockholms kommun
56286,"Hammarby Allé 149, 7tr","Hammarby Sjöstad,",87 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5137.0,6550000kr,Såld 27 juni 2017,-4,476284,,Stockholms kommun
56287,"Hammarby Allé 149, 1tr","Hammarby Sjöstad,",50 sqm,2,HusmanHagberg Hammarby Sjöstad,3375.0,3550000kr,Såld 15 juni 2017,2,476284,,Stockholms kommun
56288,Hammarby Allé 48,"Hammarby Sjöstad,",106 sqm,5,Svenska Mäklarhuset Hammarby Sjöstad,6192.0,7750000kr,Såld 27 maj 2017,-2,476284,,Stockholms kommun
56289,"Hammarby allé 165, vån 6","Hammarby Sjöstad,","106,5 sqm",4,Svensk Fastighetsförmedling Hammarby Sjöstad,6211.0,7800000kr,Såld 26 maj 2017,12,476284,,Stockholms kommun
56290,"Hammarby Allé 52, 4tr","Hammarby Sjöstad,",79 sqm,3,Notar,4893.0,4700000kr,Såld 23 maj 2017,9,476284,,Stockholms kommun
56291,Hammarby Allé 53 B,"Hammarby Sjöstad,",77 sqm,3,FANTASTIC FRANK SJÖSTADEN,4222.0,5975000kr,Såld 23 maj 2017,9,476284,,Stockholms kommun
56292,Hammarby Allé 61,"Hammarby Sjöstad,","79,5 sqm",3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4433.0,6050000kr,Såld 11 maj 2017,13,476284,,Stockholms kommun
56293,"Hammarby allé 173, 3 tr","Hammarby Sjöstad,",41 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,1830.0,3520000kr,Såld 10 maj 2017,18,476284,,Stockholms kommun
56294,Hammarby Allé 173,"Hammarby Sjöstad,","104,5 sqm",4,Svenska Mäklarhuset Hammarby Sjöstad,4663.0,7250000kr,Såld  4 maj 2017,4,476284,,Stockholms kommun
56295,Hammarby Allé 149,"Hammarby Sjöstad,",59 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3712.0,4300000kr,Såld  2 maj 2017,15,476284,,Stockholms kommun
56296,Hammarby Allé 48,"Hammarby Sjöstad,",75 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4725.0,5450000kr,Såld 27 april 2017,14,476284,,Stockholms kommun
56297,Hammarby Allé 111,"Hammarby Sjöstad,",101 sqm,3,FANTASTIC FRANK SJÖSTADEN,5608.0,6800000kr,Såld 27 april 2017,15,476284,,Stockholms kommun
56298,"Hammarby Allé 40, 6tr","Hammarby Sjöstad,",80 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4933.0,5100000kr,Såld 22 april 2017,6,476284,,Stockholms kommun
56299,Hammarby Allé 3 B,"Hammarby Sjöstad,",80 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4531.0,6050000kr,Såld 23 mars 2017,7,476284,,Stockholms kommun
56300,Hammarby Allé 51 B,"Hammarby Sjöstad,",85 sqm,3,FANTASTIC FRANK SJÖSTADEN,4695.0,5950000kr,Såld  7 mars 2017,4,476284,,Stockholms kommun
56301,"Hammarby Allé 13, 3 tr","Hammarby Sjöstad,",56 sqm,"1,5",Fastighetsbyrån Stockholm - Hammarby Sjöstad,3387.0,3890000kr,Såld 22 februari 2017,-3,476284,,Stockholms kommun
56302,Hammarby Allé 127,"Hammarby Sjöstad,",48 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,2542.0,3425000kr,Såld 14 februari 2017,16,476284,,Stockholms kommun
56303,"Hammarby Allé 7, 2 tr","Hammarby Sjöstad,",56 sqm,"1,5",Fastighetsbyrån Stockholm - Hammarby Sjöstad,3386.0,3650000kr,Såld 31 januari 2017,11,476284,,Stockholms kommun
56304,Hammarby Allé 55B,"Hammarby Sjöstad,",64 sqm,2,FANTASTIC FRANK SJÖSTADEN,3518.0,5140000kr,Såld 24 januari 2017,17,476284,,Stockholms kommun
56305,"Hammarby Allé 15, 6 tr","Hammarby Sjöstad,",79 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4518.0,5600000kr,Såld 19 januari 2017,12,476284,,Stockholms kommun
56306,"Hammarby Allé 52, vån 6","Hammarby Sjöstad,","72,5 sqm","2,5",Södermäklarna,4536.0,4800000kr,Såld 11 januari 2017,21,476284,,Stockholms kommun
56307,Hammarby allé 67,"Hammarby Sjöstad,",62 sqm,2,Svensk Fastighetsförmedling Hammarby Sjöstad,3457.0,4100000kr,Såld 15 december 2016,3,476284,,Stockholms kommun
56308,Hammarby Allé 13,"Hammarby Sjöstad,",56 sqm,2,Bjurfors Södermalm,3181.0,3750000kr,Såld 11 december 2016,7,476284,,Stockholms kommun
56309,Hammarby allé 157,"Hammarby Sjöstad,",47 sqm,2,Bjurfors Södermalm,3262.0,3400000kr,Såld 22 november 2016,19,476284,,Stockholms kommun
56310,"Hammarby allé 173, 8 / 8 tr","Hammarby Sjöstad,",57 sqm,2,Innerstadsspecialisten Stockholm AB,2544.0,4150000kr,Såld 15 november 2016,14,476284,,Stockholms kommun
56311,Hammarby Allé 149,"Hammarby Sjöstad,",50 sqm,2,Bjurfors Södermalm,3375.0,3350000kr,Såld 28 oktober 2016,0,476284,,Stockholms kommun
56312,"Hammarby Allé 149, 6 tr","Hammarby Sjöstad,",106 sqm,4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5850.0,6450000kr,Såld 27 oktober 2016,9,476284,,Stockholms kommun
56313,"Hammarby Allé 11, 5tr","Hammarby Sjöstad,",48 sqm,2,BOSTHLM Fastighetsmäklare AB,2800.0,3575000kr,Såld 27 oktober 2016,12,476284,,Stockholms kommun
56314,Hammarby Allé 9,"Hammarby Sjöstad,",56 sqm,"1,5",Södermäklarna,3182.0,3710000kr,Såld 27 oktober 2016,9,476284,,Stockholms kommun
56315,"Hammarby Allé 9, 9tr","Hammarby Sjöstad,",157 sqm,5,Edward & Partners Fastighetsmäklare AB,8001.0,12250000kr,Såld 18 oktober 2016,-2,476284,,Stockholms kommun
56316,Hammarby Allé 44,"Hammarby Sjöstad,","64,5 sqm",3,Svenska Mäklarhuset Hammarby Sjöstad,4206.0,4300000kr,Såld 17 oktober 2016,12,476284,,Stockholms kommun
56317,Hammarby allé 61,"Hammarby Sjöstad,","88,5 sqm",4,Svensk Fastighetsförmedling Hammarby Sjöstad,4934.0,5875000kr,Såld 12 oktober 2016,18,476284,,Stockholms kommun
56318,"Hammarby Allé 13, vån 2","Hammarby Sjöstad,",56 sqm,2,Grand Fastighetsförmedling,3182.0,3495000kr,Såld 12 oktober 2016,0,476284,,Stockholms kommun
56319,"Hammarby allé 52, 6tr","Hammarby Sjöstad,","73,5 sqm",3,Svensk Fastighetsförmedling Hammarby Sjöstad,4664.0,5230000kr,Såld  6 oktober 2016,22,476284,,Stockholms kommun
56320,Hammarby Allé 55B,"Hammarby Sjöstad,",85 sqm,3,FANTASTIC FRANK SJÖSTADEN,4695.0,6200000kr,Såld  5 oktober 2016,24,476284,,Stockholms kommun
56321,Hammarby Allé 13,"Hammarby Sjöstad,","88,5 sqm",3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4937.0,5250000kr,Såld  4 oktober 2016,-4,476284,,Stockholms kommun
56322,Hammarby allé 157,"Hammarby Sjöstad,",90 sqm,4,Svensk Fastighetsförmedling Hammarby Sjöstad,5062.0,5000000kr,Såld  3 oktober 2016,11,476284,,Stockholms kommun
56323,Hammarby Allé 28,"Hammarby Sjöstad,",91 sqm,"3,5",Fastighetsbyrån Stockholm - Hammarby Sjöstad,5037.0,4530000kr,Såld 30 september 2016,-3,476284,,Stockholms kommun
56324,"Hammarby allé 53B, 6tr","Hammarby Sjöstad,",111 sqm,3,Svensk Fastighetsförmedling Hammarby Sjöstad,6013.0,8500000kr,Såld 30 september 2016,6,476284,,Stockholms kommun
56325,Hammarby Allé 28,"Hammarby Sjöstad,",78 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,4573.0,5170000kr,Såld 28 september 2016,4,476284,,Stockholms kommun
56326,Hammarby Allé 24,"Hammarby Sjöstad,",78 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4573.0,5050000kr,Såld 20 september 2016,3,476284,,Stockholms kommun
56327,"Hammarby Allé 7, 7tr","Hammarby Sjöstad,",48 sqm,2,Notar,2800.0,3910000kr,Såld 16 september 2016,15,476284,,Stockholms kommun
56328,Hammarby Allé 44,"Hammarby Sjöstad,",52 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3682.0,3775000kr,Såld 15 september 2016,2,476284,,Stockholms kommun
56329,"Hammarby Allé 40, 3tr","Hammarby Sjöstad,","73,5 sqm",3,Notar,4664.0,4835000kr,Såld 14 september 2016,13,476284,,Stockholms kommun
56330,Hammarby Allé 55 B,"Hammarby Sjöstad,",64 sqm,2,FANTASTIC FRANK SJÖSTADEN,3518.0,4650000kr,Såld 11 september 2016,3,476284,,Stockholms kommun
56331,"Hammarby Allé 15, vån 4","Hammarby Sjöstad,","75,5 sqm",3,Grand Fastighetsförmedling,4111.0,5995000kr,Såld  8 september 2016,0,476284,,Stockholms kommun
56332,Hammarby Allé 127,"Hammarby Sjöstad,",104 sqm,4,FANTASTIC FRANK SJÖSTADEN,4477.0,7100000kr,Såld  6 september 2016,18,476284,,Stockholms kommun
56333,Hammarby Allé 53 B,"Hammarby Sjöstad,",77 sqm,3,FANTASTIC FRANK SJÖSTADEN,4222.0,5750000kr,Såld 31 augusti 2016,1,476284,,Stockholms kommun
56334,Hammarby Allé 149,"Hammarby Sjöstad,",59 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3712.0,3875000kr,Såld 30 augusti 2016,12,476284,,Stockholms kommun
56335,Hammarby Allé 40,"Hammarby Sjöstad,",80 sqm,3,FANTASTIC FRANK SJÖSTADEN,4933.0,4800000kr,Såld 28 augusti 2016,0,476284,,Stockholms kommun
56336,Hammarby Allé 127,"Hammarby Sjöstad,",48 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,2542.0,3600000kr,Såld 26 augusti 2016,13,476284,,Stockholms kommun
56337,"Hammarby Allé 157, 2tr","Hammarby Sjöstad,",90 sqm,3,Notar,5250.0,5360000kr,Såld 25 augusti 2016,19,476284,,Stockholms kommun
56338,Hammarby allé 9,"Hammarby Sjöstad,",48 sqm,2,Bjurfors Södermalm,2800.0,3810000kr,Såld 12 augusti 2016,-2,476284,,Stockholms kommun
56339,Hammarby Allé 28,"Hammarby Sjöstad,",82 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,4715.0,5000000kr,Såld 12 augusti 2016,0,476284,,Stockholms kommun
56340,"Hammarby Allé 11, 9 tr","Hammarby sjöstad,","106,5 sqm",4,Mäklarhuset Stockholm Innerstan,5591.0,8500000kr,Såld  4 juli 2016,-5,476284,,Stockholms kommun
56341,Hammarby Allé 67,"Hammarby Sjöstad,","88,5 sqm","3,5",Bjurfors Södermalm,5438.0,5900000kr,Såld 21 juni 2016,8,476284,,Stockholms kommun
56342,Hammarby Allé 119,"Hammarby Sjöstad,",46 sqm,2,SkandiaMäklarna Enskede,2484.0,3140000kr,Såld  1 juni 2016,12,476284,,Stockholms kommun
56343,Hammarby Allé 119,"Hammarby Sjöstad,",46 sqm,2,FANTASTIC FRANK SJÖSTADEN,2484.0,3100000kr,Såld 26 maj 2016,11,476284,,Stockholms kommun
56344,"Hammarby Allé 5, 8tr","Hammarby Sjöstad,","106,5 sqm",4,Notar,5591.0,7025000kr,Såld 26 maj 2016,0,476284,,Stockholms kommun
56345,Hammarby Allé 111,"Hammarby Sjöstad,",64 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,3804.0,4400000kr,Såld  6 maj 2016,10,476284,,Stockholms kommun
56346,"Hammarby allé 9, vån 5","Hammarby Sjöstad,",77 sqm,3,Bjurfors Södermalm,4184.0,4995000kr,Såld  4 maj 2016,0,476284,,Stockholms kommun
56347,Hammarby Allé 5,"Hammarby Sjöstad,",48 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,2825.0,3820000kr,Såld  3 maj 2016,13,476284,,Stockholms kommun
56348,Hammarby Allé 7,"Hammarby Sjöstad,",48 sqm,2,Bjurfors Södermalm,2800.0,3890000kr,Såld  1 maj 2016,0,476284,,Stockholms kommun
56349,"Hammarby Allé 9, vån 7","Hammarby Sjöstad,",77 sqm,3,HusmanHagberg Södermalm/Gamla Stan,4184.0,5100000kr,Såld 29 april 2016,-3,476284,,Stockholms kommun
56350,Hammarby Allé 48,"Hammarby Sjöstad,",52 sqm,2,Svenska Mäklarhuset Hammarby Sjöstad,3682.0,3700000kr,Såld 28 april 2016,0,476284,,Stockholms kommun
56351,Hammarby allé 7,"Hammarby Sjöstad,",53 sqm,"1,5",Bjurfors Södermalm,3038.0,3495000kr,Såld 25 april 2016,0,476284,,Stockholms kommun
56352,Hammarby Allé 48,"Hammarby Sjöstad,","64,5 sqm",2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4206.0,3900000kr,Såld 22 april 2016,6,476284,,Stockholms kommun
56353,"Hammarby Allé 149, 7tr","Hammarby Sjöstad,",87 sqm,3,Notar,5137.0,6950000kr,Såld 22 april 2016,7,476284,,Stockholms kommun
56354,"Hammarby Allé 119, 2tr","Hammarby Sjöstad,",87 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,3812.0,5050000kr,Såld 21 april 2016,15,476284,,Stockholms kommun
56355,"Hammarby Allé 3, 9tr","Hammarby Sjöstad,","83,5 sqm",3,Södermäklarna,4491.0,5845576kr,Såld  4 april 2016,-10,476284,,Stockholms kommun
56356,Hammarby allé 3,"Hammarby Sjöstad - Fredriksdal,","134,5 sqm",5,Fastighetsbyrån Stockholm - Hammarby Sjöstad,7132.0,10750000kr,Såld 18 mars 2016,5,476284,,Stockholms kommun
56357,"Hammarby Allé 7, vån. 8","Hammarby Sjöstad,",48 sqm,2,Länsförsäkringar Fastighetsförmedling Stockholm - Södermalm,2800.0,3695000kr,Såld 18 mars 2016,0,476284,,Stockholms kommun
56358,"Hammarby Allé 52, 7 tr","Hammarby Sjöstad,","73,5 sqm",3,Notar,4664.0,5250000kr,Såld 11 mars 2016,17,476284,,Stockholms kommun
56359,Hammarby allé 5,"Hammarby Sjöstad,",48 sqm,2,Bjurfors Södermalm,2800.0,3850000kr,Såld  8 mars 2016,-3,476284,,Stockholms kommun
56360,"Hammarby Allé 48, 7tr","Hammarby Sjöstad,",75 sqm,3,Notar,4725.0,5350000kr,Såld  3 mars 2016,22,476284,,Stockholms kommun
56361,Hammarby Allé 55 B,"Hammarby Sjöstad,",107 sqm,4,FANTASTIC FRANK SJÖSTADEN,5882.0,7800000kr,Såld 25 februari 2016,0,476284,,Stockholms kommun
56362,"Hammarby Allé 7, vån 3","Hammarby Sjöstad,",58 sqm,2,Diplomat Fastighetmäkleri,3277.0,3990000kr,Såld 14 februari 2016,0,476284,,Stockholms kommun
56363,"Hammarby Allé 111, pl 5","Hammarby Sjöstad,",64 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,3804.0,4300000kr,Såld  9 februari 2016,-1,476284,,Stockholms kommun
56364,"Hammarby Allé 3, 7tr","Hammarby Sjöstad,","83,5 sqm",3,Notar,4434.0,5800000kr,Såld  8 februari 2016,0,476284,,Stockholms kommun
56365,Hammarby Allé 7,"Hammarby Sjöstad,",54 sqm,"1,5",Bjurfors Södermalm,3086.0,3795000kr,Såld  8 februari 2016,0,476284,,Stockholms kommun
56366,"Hammarby Allé 3, 8tr","Hammarby Sjöstad,","83,5 sqm",3,Notar,4494.0,8kr,Såld  5 februari 2016,-100,476284,,Stockholms kommun
56367,"Hammarby Allé 7, 5 tr","Hammarby Sjöstad,",103 sqm,4,Bostadsrättsspecialisten,5629.0,6695000kr,Såld 26 januari 2016,0,476284,,Stockholms kommun
56368,Hammarby Allé 48,"Hammarby Sjöstad,","86,5 sqm",4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5290.0,5300000kr,Såld 15 januari 2016,6,476284,,Stockholms kommun
56369,Hammarby Allé 40,"Hammarby Sjöstad,",79 sqm,"3,5",FANTASTIC FRANK SJÖSTADEN,4893.0,4700000kr,Såld  7 december 2015,0,476284,,Stockholms kommun
56370,Hammarby Allé 157 pl6,"Hammarby Sjöstad,","79,5 sqm",2,Svenska Mäklarhuset Hammarby Sjöstad,4650.0,4850000kr,Såld  3 december 2015,8,476284,,Stockholms kommun
56371,"Hammarby Allé 28, 7tr","Hammarby Sjöstad,",90 sqm,4,Svenska Mäklarhuset Hammarby Sjöstad,5180.0,7050000kr,Såld 27 november 2015,9,476284,,Stockholms kommun
56372,"Hammarby Allé 52, 5tr","Hammarby Sjöstad,","72,5 sqm","2,5",Notar,4536.0,4110000kr,Såld 19 november 2015,8,476284,,Stockholms kommun
