Unnamed: 0,address,area,sqm,rooms,broker,monthly_fee,price_sold,date_sold,price_pct_change,street_id,street_name,city
56373,"Hammarby Allé 127, 6tr","Hammarby Sjöstad,",104 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4448.0,6390000kr,Såld 11 november 2015,22,476284,,Stockholms kommun
56374,Hammarby Allé 40,"Hammarby Sjöstad,",80 sqm,3,FANTASTIC FRANK SJÖSTADEN,4933.0,4950000kr,Såld 27 oktober 2015,5,476284,,Stockholms kommun
56375,Hammarby allé 157,"Hammarby Sjöstad,",86 sqm,3,Svensk Fastighetsförmedling,4912.0,4800000kr,Såld 16 oktober 2015,0,476284,,Stockholms kommun
56376,Hammarby Allé 51B,"Hammarby Sjöstad,",64 sqm,2,Svenska Mäklarhuset Hammarby Sjöstad,3518.0,4450000kr,Såld  9 oktober 2015,6,476284,,Stockholms kommun
56377,Hammarby Allé 53 B,"Hammarby Sjöstad,",111 sqm,3,FANTASTIC FRANK SJÖSTADEN,6013.0,9000000kr,Såld 28 september 2015,8,476284,,Stockholms kommun
56378,Hammarby Allé 127,"Hammarby Sjöstad,",48 sqm,2,FANTASTIC FRANK SJÖSTADEN,2542.0,3500000kr,Såld 24 september 2015,10,476284,,Stockholms kommun
56379,Hammarby Allé 67,"Hammarby Sjöstad,","88,5 sqm","3,5",Fastighetsbyrån Stockholm - Hammarby Sjöstad,5483.0,5030000kr,Såld 16 september 2015,17,476284,,Stockholms kommun
56380,Hammarby Allé 173,"Hammarby Sjöstad,",41 sqm,1,FANTASTIC FRANK SJÖSTADEN,2173.0,2955000kr,Såld 14 september 2015,18,476284,,Stockholms kommun
56381,"Hammarby Allé 51 B, pl 4","Hammarby Sjöstad,",107 sqm,4,Svenska Mäklarhuset Hammarby Sjöstad,5882.0,7200000kr,Såld 30 augusti 2015,3,476284,,Stockholms kommun
56382,Hammarby allé 28,"Hammarby Sjöstad,",52 sqm,"1,5",Fastighetsbyrån Stockholm - Hammarby Sjöstad,3287.0,3150000kr,Såld 13 augusti 2015,0,476284,,Stockholms kommun
56383,"Hammarby Allé 40, 3 tr","Hammarby Sjöstad,","73,5 sqm",3,HusmanHagberg Södermalm/Gamla Stan,4664.0,4350000kr,Såld  6 augusti 2015,18,476284,,Stockholms kommun
56384,"Hammarby allé 127, 4tr","Hammarby Sjöstad,",42 sqm,2,Svensk Fastighetsförmedling,2253.0,3060000kr,Såld  6 maj 2015,23,476284,,Stockholms kommun
56385,"Hammarby Allé 165, 6tr","Hammarby Sjöstad,",75 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,4374.0,4800000kr,Såld 24 april 2015,12,476284,,Stockholms kommun
56386,"Hammarby Allé 61, 7 tr","Hammarby Sjöstad,","79,5 sqm",3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5472.0,4550000kr,Såld 21 april 2015,-1,476284,,Stockholms kommun
56387,Hammarby Allé 28,"Hammarby Sjöstad,",58 sqm,2,BOSTHLM Fastighetsmäklare AB,3679.0,3770000kr,Såld 18 april 2015,26,476284,,Stockholms kommun
56388,"Hammarby Allé 52, 7tr","Hammarby Sjöstad,",79 sqm,3,Notar,4893.0,4720000kr,Såld  1 april 2015,23,476284,,Stockholms kommun
56389,Hammarby Allé 48,"Hammarby Sjöstad,",52 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3675.0,3600000kr,Såld 24 mars 2015,0,476284,,Stockholms kommun
56390,Hammarby Allé 48,"Hammarby Sjöstad,",52 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3682.0,3355000kr,Såld 19 mars 2015,12,476284,,Stockholms kommun
56391,Hammarby Allé 48,"Hammarby Sjöstad,","86,5 sqm",4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5290.0,5050000kr,Såld 27 januari 2015,12,476284,,Stockholms kommun
56392,"Hammarby Allé 157, 1tr","Hammarby Sjöstad - Sofia,",92 sqm,4,Svensk Fastighetsförmedling,5325.0,4950000kr,Såld 14 januari 2015,24,476284,,Stockholms kommun
56393,Hammarby Allé 40,"Hammarby Sjöstad,",80 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4933.0,4120000kr,Såld 14 januari 2015,8,476284,,Stockholms kommun
56394,"Hammarby Allé 44, 3 tr","Hammarby Sjöstad,",52 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3682.0,3400000kr,Såld 12 januari 2015,3,476284,,Stockholms kommun
56395,Hammarby Allé 111,"Hammarby Sjöstad,",64 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3693.0,3800000kr,Såld  3 december 2014,12,476284,,Stockholms kommun
56396,Hammarby Allé 48,"Hammarby Sjöstad,",52 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3682.0,2850000kr,Såld 17 november 2014,6,476284,,Stockholms kommun
56397,"Hammarby Allé 24, plan 4","Hammarby Sjöstad,",98 sqm,4,Svenska Mäklarhuset Johanneshov,5466.0,5150000kr,Såld 14 november 2014,-1,476284,,Stockholms kommun
56398,Hammarby Allé 61,"Hammarby Sjöstad,","79,5 sqm",3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5472.0,4510000kr,Såld 29 oktober 2014,5,476284,,Stockholms kommun
56399,"Hammarby Allé 28, 7 tr","Södermalm - Sofia,",90 sqm,4,Svensk Fastighetsförmedling,5180.0,6100000kr,Såld  8 oktober 2014,22,476284,,Stockholms kommun
56400,Hammarby Allé 44,"Hammarby Sjöstad,","86,5 sqm",4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5290.0,4725000kr,Såld 19 september 2014,5,476284,,Stockholms kommun
56401,Hammarby Allé 40,"Hammarby Sjöstad,",79 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4893.0,3900000kr,Såld 28 augusti 2014,8,476284,,Stockholms kommun
56402,"Hammarby allé 111, 5 tr","Hammarby Sjöstad,",64 sqm,3,HusmanHagberg Södermalm/Gamla Stan,3693.0,3300000kr,Såld 21 augusti 2014,-3,476284,,Stockholms kommun
56403,Hammarby Allé 173,"Hammarby Sjöstad,",57 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,2993.0,3330000kr,Såld 13 augusti 2014,4,476284,,Stockholms kommun
56404,"Hammarby Allé 127, 4 tr","Hammarby Sjöstad,",42 sqm,2,HusmanHagberg Södermalm/Gamla Stan,2253.0,2700000kr,Såld  4 augusti 2014,18,476284,,Stockholms kommun
56405,Hammarby Allé 157,"Hammarby Sjöstad,",86 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4912.0,3950000kr,Såld 30 maj 2014,0,476284,,Stockholms kommun
56406,Hammarby allé 28,"Hammarby Sjöstad,",82 sqm,3,Svensk Fastighetsförmedling,4715.0,3600000kr,Såld 26 maj 2014,-5,476284,,Stockholms kommun
56407,Hammarby Allé 24,"Hammarby Sjöstad,",98 sqm,4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5466.0,4850000kr,Såld 22 maj 2014,-3,476284,,Stockholms kommun
56408,Hammarby Allé 173,"Hammarby Sjöstad,",94 sqm,3,Södermäklarna,4935.0,4300000kr,Såld 23 april 2014,3,476284,,Stockholms kommun
56409,Hammarby Allé 44,"Hammarby Sjöstad,",106 sqm,5,Fastighetsbyrån Stockholm - Hammarby Sjöstad,6192.0,5770000kr,Såld 27 mars 2014,3,476284,,Stockholms kommun
56410,Hammarby allé 119,"Hammarby Sjöstad,","108,4 sqm",4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4679.0,5800000kr,Såld 26 mars 2014,-3,476284,,Stockholms kommun
56411,Hammarby Allé 165,"Hammarby Sjöstad,","63,5 sqm",2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3703.0,3795000kr,Såld 14 mars 2014,0,476284,,Stockholms kommun
56412,"Hammarby Allé 157, 7 tr","Hammarby Sjöstad,",74 sqm,3,Mäklarhuset Stockholm Innerstan,4462.0,3600000kr,Såld 12 mars 2014,13,476284,,Stockholms kommun
56413,Hammarby Allé 111,"Hammarby Sjöstad,",64 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3560.0,3295000kr,Såld 18 februari 2014,0,476284,,Stockholms kommun
56414,"Hammarby Allé 165, 6tr","Hammarby Sjöstad,","106,5 sqm",4,Svenska Mäklarhuset Hammarby Sjöstad,6213.0,5120000kr,Såld 16 januari 2014,9,476284,,Stockholms kommun
56415,"Hammarby Allé 48, 4tr","Hammarby Sjöstad,","86,5 sqm",4,Svenska Mäklarhuset Hammarby Sjöstad,5290.0,4500000kr,Såld 27 november 2013,13,476284,,Stockholms kommun
56416,Hammarby allé 157,"Hammarby Sjöstad,",86 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4912.0,3750000kr,Såld 15 oktober 2013,4,476284,,Stockholms kommun
56417,"Hammarby Allé 119, 5 tr","Hammarby Sjöstad,",77 sqm,2,Södermäklarna,3523.0,3400000kr,Såld 10 oktober 2013,-3,476284,,Stockholms kommun
56418,Hammarby Allé 105,"Hammarby Sjöstad,",56 sqm,2,Svenska Mäklarhuset Hammarby Sjöstad,3202.0,2740000kr,Såld 25 september 2013,7,476284,,Stockholms kommun
56419,"Hammarby Allé 119, pl 3","Hammarby Sjöstad,",84 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,3726.0,3800000kr,Såld 20 september 2013,9,476284,,Stockholms kommun
56420,"Hammarby Allé 119, pl 2","Hammarby Sjöstad,",91 sqm,4,Svenska Mäklarhuset Hammarby Sjöstad,4072.0,4300000kr,Såld  6 september 2013,9,476284,,Stockholms kommun
56421,Hammarby Allé 40,"Hammarby Sjöstad,",80 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4933.0,3520000kr,Såld 27 augusti 2013,4,476284,,Stockholms kommun
56422,"Hammarby Allé 157, vån 5","Hammarby Sjöstad,",40 sqm,1,Södermäklarna,2850.0,2450000kr,Såld 21 augusti 2013,2,476284,,Stockholms kommun
56423,Hammarby Allé 173,"Sickla Kaj,",57 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,2993.0,2850000kr,Såld  5 juli 2013,6,476284,,Stockholms kommun
56424,Hammarby Allé 52,"Hammarby Sjöstad,","73,5 sqm",3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4664.0,3525000kr,Såld  3 juli 2013,2,476284,,Stockholms kommun
56425,Hammarby Allé 157,"Hammarby Sjöstad,",90 sqm,4,Södermäklarna,5062.0,3395000kr,Såld 16 maj 2013,0,476284,,Stockholms kommun
56426,"Hammarby Allé 119, plan 2","Hammarby Sjöstad,",88 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,3986.0,3690000kr,Såld 11 maj 2013,0,476284,,Stockholms kommun
56427,"Hammarby Allé 165, 5tr","Hammarby Sjöstad,",75 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4375.0,3500000kr,Såld 14 april 2013,0,476284,,Stockholms kommun
56428,Hammarby Allé 111,"Hammarby Sjöstad,",102 sqm,3,Notar,5132.0,4400000kr,Såld 28 februari 2013,5,476284,,Stockholms kommun
56429,Hammarby Allé 61,"Hammarby Sjöstad,","79,5 sqm",3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5472.0,3650000kr,Såld 27 februari 2013,-3,476284,,Stockholms kommun
56430,Hammarby Allé 111,"Hammarby Sjöstad,",56 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3097.0,2550000kr,Såld 18 januari 2013,-2,476284,,Stockholms kommun
56431,Hammarby Allé 24,"Hammarby Sjöstad,",78 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4573.0,3275000kr,Såld 17 januari 2013,0,476284,,Stockholms kommun
56432,"Hammarby Kaj 42, 2 tr","Hammarby Sjöstad,",68 sqm,3,Innerstadsspecialisten S AB,3795.0,5330000kr,Såld 11 september 2020,12,476285,Hammarby Kaj,Stockholms kommun
56433,"Hammarby kaj 48, 4tr","Hammarby Sjöstad,",58 sqm,2,BOSTHLM Fastighetsmäklare AB,2670.0,4200000kr,Såld 30 augusti 2020,5,476285,Hammarby Kaj,Stockholms kommun
56434,Hammarby Kaj 48 (sjöfrontad),"Hammarby Sjöstad,",68 sqm,3,Svensk Fastighetsförmedling Sthlm Södermalm,3131.0,5400000kr,Såld  7 augusti 2020,13,476285,Hammarby Kaj,Stockholms kommun
56435,Hammarby Kaj 4,"Hammarby Sjöstad,","93,5 sqm",4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4917.0,7580000kr,Såld 16 juni 2020,1,476285,Hammarby Kaj,Stockholms kommun
56436,Hammarby Kaj 48,"Hammarby Sjöstad,",58 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,2670.0,4000000kr,Såld  2 juni 2020,3,476285,Hammarby Kaj,Stockholms kommun
56437,Hammarby Kaj 4,"Hammarby Sjöstad,",82 sqm,3,Asira AB,4375.0,5490000kr,Såld 11 maj 2020,5,476285,Hammarby Kaj,Stockholms kommun
56438,"Hammarby Kaj 42, 3tr","Hammarby Sjöstad,",76 sqm,3,Notar,4281.0,6500000kr,Såld 28 oktober 2019,14,476285,Hammarby Kaj,Stockholms kommun
56439,"Hammarby Kaj 48, 1 tr","Hammarby Sjöstad,",68 sqm,3,Mäklarhuset Stockholm Innerstan,3131.0,4875000kr,Såld 25 oktober 2019,7,476285,Hammarby Kaj,Stockholms kommun
56440,Hammarby Kaj 42,"Hammarby Sjöstad,",103 sqm,4,HusmanHagberg Hammarby Sjöstad,5784.0,7520000kr,Såld 29 mars 2019,3,476285,Hammarby Kaj,Stockholms kommun
56441,Hammarby Kaj 4,"Hammarby Sjöstad,",82 sqm,3,BOSTHLM Fastighetsmäklare AB,4332.0,5050000kr,Såld 12 mars 2019,1,476285,Hammarby Kaj,Stockholms kommun
56442,"Hammarby Kaj 4, 4tr","Hammarby Sjöstad,","80,5 sqm",3,Notar,4262.0,5050000kr,Såld 12 januari 2019,5,476285,Hammarby Kaj,Stockholms kommun
56443,Hammarby kaj 48,"Hammarby Sjöstad,",68 sqm,3,HusmanHagberg Hammarby Sjöstad,3131.0,4475000kr,Såld 13 december 2018,0,476285,Hammarby Kaj,Stockholms kommun
56444,"Hammarby Kaj 42, 1tr","Hammarby Sjöstad,",92 sqm,3,HusmanHagberg Hammarby Sjöstad,4981.0,5890000kr,Såld 15 november 2018,-2,476285,Hammarby Kaj,Stockholms kommun
56445,"Hammarby kaj 48, 1tr","Hammarby Sjöstad,",58 sqm,2,Svensk Fastighetsförmedling Hammarby Sjöstad,2670.0,3600000kr,Såld 11 november 2018,-3,476285,Hammarby Kaj,Stockholms kommun
56446,Hammarby Kaj 4,"Hammarby Sjöstad,",80 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,4220.0,4600000kr,Såld  8 maj 2018,0,476285,Hammarby Kaj,Stockholms kommun
56447,Hammarby Kaj 48,"Hammarby Sjöstad,",54 sqm,2,HusmanHagberg Hammarby Sjöstad,2486.0,3850000kr,Såld 24 maj 2017,1,476285,Hammarby Kaj,Stockholms kommun
56448,"Hammarby Kaj 42, 6tr","Hammarby Sjöstad,",79 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,4429.0,7200000kr,Såld 26 april 2017,11,476285,Hammarby Kaj,Stockholms kommun
56449,Hammarby Kaj 4,"Hammarby Sjöstad,",82 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4494.0,5500000kr,Såld 13 oktober 2016,10,476285,Hammarby Kaj,Stockholms kommun
56450,"Hammarby Kaj 48, 4tr","Hammarby Sjöstad,",58 sqm,2,Notar,2670.0,4320000kr,Såld 18 augusti 2016,17,476285,Hammarby Kaj,Stockholms kommun
56451,Hammarby Kaj 4,"Hammarby Sjöstad,","93,5 sqm",4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4820.0,6800000kr,Såld  1 augusti 2016,-8,476285,Hammarby Kaj,Stockholms kommun
56452,Hammarby Kaj 4,"Hammarby Sjöstad,","80,5 sqm",3,Svenska Mäklarhuset Johanneshov,4220.0,5495000kr,Såld  4 juli 2016,0,476285,Hammarby Kaj,Stockholms kommun
56453,"Hammarby Kaj 4, 6tr","Hammarby Sjöstad,","80,5 sqm",3,Notar,4220.0,5750000kr,Såld  3 juni 2016,0,476285,Hammarby Kaj,Stockholms kommun
56454,Hammarby Kaj 48,"Hammarby Sjöstad,",79 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3637.0,7100000kr,Såld 22 mars 2016,9,476285,Hammarby Kaj,Stockholms kommun
56455,"Hammarby Kaj 22, 6tr","Hammarby Sjöstad,",90 sqm,3,Notar,5064.0,7825000kr,Såld 13 januari 2016,9,476285,Hammarby Kaj,Stockholms kommun
56456,"Hammarby Kaj 42, 8tr","Hammarby Sjöstad,","86,5 sqm",4,Notar,4969.0,7300000kr,Såld 26 augusti 2015,12,476285,Hammarby Kaj,Stockholms kommun
56457,Hammarby Kaj 42,"Hammarby Sjöstad,","44,5 sqm",2,Notar,2544.0,2950000kr,Såld 10 juni 2015,14,476285,Hammarby Kaj,Stockholms kommun
56458,Hammarby Kaj 42,"Hammarby Sjöstad,",76 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4281.0,5400000kr,Såld 29 april 2015,8,476285,Hammarby Kaj,Stockholms kommun
56459,Hammarby Kaj 42,"Hammarby Sjöstad,",92 sqm,3,Innerstadsspecialisten Stockholm AB,4981.0,5350000kr,Såld 15 april 2015,19,476285,Hammarby Kaj,Stockholms kommun
56460,Hammarby Kaj 42,"Hammarby Sjöstad,",103 sqm,4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5784.0,5600000kr,Såld 11 februari 2015,-6,476285,Hammarby Kaj,Stockholms kommun
56461,"Hammarby Kaj 48, 7tr","Hammarby Sjöstad,",79 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4279.0,5850000kr,Såld 19 november 2014,6,476285,Hammarby Kaj,Stockholms kommun
56462,"Hammarby Kaj 48, 5tr","Hammarby Sjöstad,",58 sqm,2,Notar,3142.0,3800000kr,Såld 19 september 2014,0,476285,Hammarby Kaj,Stockholms kommun
56463,"Hammarby Kaj 48, 8tr","Hammarby Sjöstad,",76 sqm,3,Notar,4117.0,5615000kr,Såld 17 september 2014,2,476285,Hammarby Kaj,Stockholms kommun
56464,"Hammarby Kaj 48, 6tr","Hammarby Sjöstad,",58 sqm,2,Notar,3142.0,3900000kr,Såld 12 september 2014,26,476285,Hammarby Kaj,Stockholms kommun
56465,"Hammarby Kaj 42, 8tr","Hammarby Sjöstad,","86,5 sqm",4,Notar,4969.0,6550000kr,Såld 10 september 2014,9,476285,Hammarby Kaj,Stockholms kommun
56466,"Hammarby kaj 42, 2tr","Hammarby Sjöstad,",68 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,3795.0,4050000kr,Såld 30 augusti 2014,5,476285,Hammarby Kaj,Stockholms kommun
56467,"Hammarby Kaj 22, 4tr","Hammarby Sjöstad,",84 sqm,3,Notar,4864.0,6400000kr,Såld 28 augusti 2014,7,476285,Hammarby Kaj,Stockholms kommun
56468,Hammarby Kaj 48,"Hammarby Sjöstad,",76 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4117.0,5450000kr,Såld 22 maj 2014,-3,476285,Hammarby Kaj,Stockholms kommun
56469,Hammarby Kaj 48,"Hammarby Sjöstad,",58 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,3142.0,3180000kr,Såld 14 maj 2014,10,476285,Hammarby Kaj,Stockholms kommun
56470,Hammarby Kaj 48,"Hammarby Sjöstad,",79 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4279.0,5100000kr,Såld 24 februari 2014,6,476285,Hammarby Kaj,Stockholms kommun
56471,Hammarby Kaj 48,"Hammarby Sjöstad,",54 sqm,2,Fastighetsbyrån Stockholm - Hammarby Sjöstad,2925.0,2960000kr,Såld 12 februari 2014,10,476285,Hammarby Kaj,Stockholms kommun
56472,Hammarby Kaj 42,"Hammarby Sjöstad,",103 sqm,4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5784.0,5360000kr,Såld  6 oktober 2013,13,476285,Hammarby Kaj,Stockholms kommun
56473,"Hammarby Kaj 42, 6tr","Hammarby Sjöstad,",79 sqm,3,Notar,4429.0,4875000kr,Såld 11 september 2013,0,476285,Hammarby Kaj,Stockholms kommun
56474,Hammarby Kaj 42,"Hammarby Sjöstad,",76 sqm,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4281.0,5000000kr,Såld 17 april 2013,1,476285,Hammarby Kaj,Stockholms kommun
56475,"Hammarby Kaj 42, 7 tr","Hammarby Sjöstad,",79 sqm,3,Södermäklarna,4429.0,5000000kr,Såld  6 mars 2013,2,476285,Hammarby Kaj,Stockholms kommun
56476,"Heliosgatan 16C, 2tr","Hammarby Sjöstad,",93 sqm,3,Notar,4803.0,5850000kr,Såld 10 september 2020,10,476287,Heliosgatan,Stockholms kommun
56477,"Heliosgatan 14A, vån 9","Hammarby Sjöstad,",52 sqm,2,Diplomat Fastighetmäkleri,2905.0,3600000kr,Såld 12 augusti 2020,0,476287,Heliosgatan,Stockholms kommun
56478,"Heliosgatan 14A, vån 7","Hammarby Sjöstad,",55 sqm,2,Erik Olsson Fastighetsförmedling,3002.0,4000000kr,Såld 29 juli 2020,7,476287,Heliosgatan,Stockholms kommun
56479,Heliosgatan 16A,"Hammarby Sjöstad,",48 sqm,2,HusmanHagberg Hammarby Sjöstad,2750.0,3295000kr,Såld 25 juli 2020,0,476287,Heliosgatan,Stockholms kommun
56480,Heliosgatan 18C,"Hammarby Sjöstad,",79 sqm,3,HusmanHagberg Hammarby Sjöstad,4160.0,4950000kr,Såld 14 juli 2020,-3,476287,Heliosgatan,Stockholms kommun
56481,Heliosgatan 18B,"Hammarby Sjöstad,",79 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,4161.0,5200000kr,Såld  6 juli 2020,0,476287,Heliosgatan,Stockholms kommun
56482,"Heliosgatan 18C, vån 5","Hammarby Sjöstad,",86 sqm,3,Diplomat Fastighetmäkleri,4478.0,5700000kr,Såld 28 juni 2020,4,476287,Heliosgatan,Stockholms kommun
56483,"Heliosgatan 18B, 7tr","Hammarby Sjöstad,",88 sqm,3,Diplomat Fastighetmäkleri,4569.0,5960000kr,Såld 23 juni 2020,3,476287,Heliosgatan,Stockholms kommun
56484,Heliosgatan 18B,"Hammarby Sjöstad,",79 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,4161.0,5150000kr,Såld 15 juni 2020,0,476287,Heliosgatan,Stockholms kommun
56485,"Heliosgatan 18B, vån 3","Hammarby Sjöstad,",81 sqm,3,Diplomat Fastighetmäkleri,4251.0,5195000kr,Såld 15 juni 2020,0,476287,Heliosgatan,Stockholms kommun
56486,Heliosgatan 18B,"Hammarby Sjöstad,",79 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,4161.0,5000000kr,Såld 15 juni 2020,-2,476287,Heliosgatan,Stockholms kommun
56487,"Heliosgatan 18C, vån 5","Hammarby Sjöstad,",86 sqm,3,Diplomat Fastighetmäkleri,4478.0,5500000kr,Såld  8 juni 2020,0,476287,Heliosgatan,Stockholms kommun
56488,"Heliosgatan 18A, 7tr","Hammarby Sjöstad,",86 sqm,3,Diplomat Fastighetmäkleri,4478.0,5550000kr,Såld  1 juni 2020,0,476287,Heliosgatan,Stockholms kommun
56489,"Heliosgatan 56, 6tr","Hammarby Sjöstad,",69 sqm,2,Notar,3980.0,4505000kr,Såld 31 maj 2020,7,476287,Heliosgatan,Stockholms kommun
56490,"Heliosgatan 50, pl 3","Hammarby Sjöstad,",95 sqm,4,Svenska Mäklarhuset Hammarby Sjöstad,5280.0,6460000kr,Såld 28 maj 2020,0,476287,Heliosgatan,Stockholms kommun
56491,Heliosgatan 18B,"Hammarby Sjöstad,",79 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,4161.0,4850000kr,Såld 25 maj 2020,0,476287,Heliosgatan,Stockholms kommun
56492,"Heliosgatan 18B, plan 3","Hammarby Sjöstad,",79 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,4161.0,4950000kr,Såld 15 maj 2020,-3,476287,Heliosgatan,Stockholms kommun
56493,"Heliosgatan 11, 1 tr","Hammarby Sjöstad,",107 sqm,4,Södermäklarna,5497.0,6050000kr,Såld 14 maj 2020,1,476287,Heliosgatan,Stockholms kommun
56494,Heliosgatan 11,"Hammarby Sjöstad,","58,5 sqm",2,Svenska Mäklarhuset Hammarby Sjöstad,3302.0,4550000kr,Såld 12 maj 2020,7,476287,Heliosgatan,Stockholms kommun
56495,Heliosgatan 18B,"Hammarby Sjöstad,",115 sqm,4,Svenska Mäklarhuset Hammarby Sjöstad,5802.0,8200000kr,Såld  8 maj 2020,0,476287,Heliosgatan,Stockholms kommun
56496,Heliosgatan 18B,"Hammarby Sjöstad,",79 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,4160.0,4750000kr,Såld  5 maj 2020,0,476287,Heliosgatan,Stockholms kommun
56497,Heliosgatan 18C,"Hammarby Sjöstad,",79 sqm,3,HusmanHagberg Hammarby Sjöstad,4160.0,5190000kr,Såld 17 april 2020,0,476287,Heliosgatan,Stockholms kommun
56498,"Heliosgatan 14A, 120 78 STOCKHOLM","Hammarby Sjöstad,",98 sqm,4,HusmanHagberg Hammarby Sjöstad,5234.0,6490000kr,Såld 25 mars 2020,0,476287,Heliosgatan,Stockholms kommun
56499,"Heliosgatan 18B, 3tr","Hammarby Sjöstad,",57 sqm,2,Diplomat Fastighetmäkleri,3359.0,3750000kr,Såld 13 mars 2020,3,476287,Heliosgatan,Stockholms kommun
56500,Heliosgatan 18B,"Hammarby Sjödtad,",57 sqm,2,Diplomat Fastighetmäkleri,3359.0,3600000kr,Såld 10 mars 2020,0,476287,Heliosgatan,Stockholms kommun
56501,Heliosgatan 18C,"Hammarby Sjöstad,",49 sqm,2,Svenska Mäklarhuset Hammarby Sjöstad,2791.0,3400000kr,Såld 28 februari 2020,0,476287,Heliosgatan,Stockholms kommun
56502,Heliosgatan 18A,"Hammarby Sjöstad,",49 sqm,2,Erik Olsson Fastighetsförmedling,2791.0,3710000kr,Såld 26 februari 2020,13,476287,Heliosgatan,Stockholms kommun
56503,Heliosgatan 18B,"Hammarby Sjöstad,",49 sqm,2,Svenska Mäklarhuset Hammarby Sjöstad,2791.0,3350000kr,Såld 21 februari 2020,3,476287,Heliosgatan,Stockholms kommun
56504,Heliosgatan 18B,"Hammarby Sjöstad,",49 sqm,2,Svenska Mäklarhuset Hammarby Sjöstad,2791.0,3500000kr,Såld 21 februari 2020,0,476287,Heliosgatan,Stockholms kommun
56505,Heliosgatan 16C,"Hammarby Sjöstad,",93 sqm,3,Svenska Mäklarhuset Hammarby Sjöstad,4803.0,5295000kr,Såld 11 februari 2020,0,476287,Heliosgatan,Stockholms kommun
56506,Heliosgatan 16B,"Hammarby Sjöstad,",78 sqm,3,Erik Olsson Nyproduktion,4115.0,5160000kr,Såld  6 februari 2020,3,476287,Heliosgatan,Stockholms kommun
56507,Heliosgatan 16A,"Hammarby Sjöstad,",48 sqm,2,HusmanHagberg Hammarby Sjöstad,2750.0,3175000kr,Såld  5 februari 2020,-3,476287,Heliosgatan,Stockholms kommun
56508,"Heliosgatan 16B, vån 7","Hammarby Sjöstad,",78 sqm,3,Diplomat Fastighetmäkleri,4115.0,5300000kr,Såld 31 januari 2020,-2,476287,Heliosgatan,Stockholms kommun
